2015/9/18,-4044
2015/9/21,-4393
2015/9/22,-3776
2015/9/23,-5551
2015/9/24,-5337
2015/9/25,-4667
2015/9/30,-4045
2015/10/1,-3025
2015/10/2,-3322
2015/10/5,-1221
2015/10/6,-1324
2015/10/7,-1604
2015/10/8,-2220
2015/10/12,-1724
2015/10/13,-1732
2015/10/14,-2588
2015/10/15,-3357
2015/10/16,-1891
2015/10/19,305
2015/10/20,-43
2015/10/21,-3610
2015/10/22,-4068
2015/10/23,-2696
2015/10/26,-1247
2015/10/27,-432
2015/10/28,-715
2015/10/29,-368
2015/10/30,-1424
2015/11/2,-669
2015/11/3,-1508
2015/11/4,740
2015/11/5,969
2015/11/6,1725
2015/11/9,2687
2015/11/10,3484
2015/11/11,4789
2015/11/12,6872
2015/11/13,4116
2015/11/16,4981
2015/11/17,5700
2015/11/18,-1220
2015/11/19,143
2015/11/20,270
2015/11/23,1115
2015/11/24,-1686
2015/11/25,-1313
2015/11/26,-874
2015/11/27,-1903
2015/11/30,638
2015/12/1,-117
2015/12/2,-176
2015/12/3,-19
2015/12/4,-108
2015/12/7,-638
2015/12/8,-136
2015/12/9,661
2015/12/10,2729
2015/12/11,908
2015/12/14,-1772
2015/12/15,-453
2015/12/16,-89
2015/12/17,837
2015/12/18,372
2015/12/21,1789
2015/12/22,2402
2015/12/23,522
2015/12/24,-1169
2015/12/25,-905
2015/12/28,-2127
2015/12/29,-2056
2015/12/30,-1557
2015/12/31,-2942
2016/1/4,-1476
2016/1/5,-3695
2016/1/6,-2422
2016/1/7,-1292
2016/1/8,-60
2016/1/11,-1143
2016/1/12,-3250
2016/1/13,-1944
2016/1/14,-5243
2016/1/15,-2930
2016/1/18,10
2016/1/19,4098
2016/1/20,-2589
2016/1/21,-3317
2016/1/22,-3182
2016/1/25,-2327
2016/1/26,-1264
2016/1/27,-3374
2016/1/28,-2328
2016/1/29,-1931
2016/1/30,-3977
2016/2/1,-105
2016/2/2,-570
2016/2/3,-808
2016/2/15,-301
2016/2/16,-1360
2016/2/17,-3760
2016/2/18,-3242
2016/2/19,-3616
2016/2/22,-751
2016/2/23,-240
2016/2/24,-3042
2016/2/25,-5566
2016/2/26,-3796
2016/3/1,-2632
2016/3/2,-1773
2016/3/3,-946
2016/3/4,-579
2016/3/7,23
2016/3/8,952
2016/3/9,910
2016/3/10,-310
2016/3/11,1803
2016/3/14,2289
2016/3/15,849
2016/3/16,-5414
2016/3/17,-3711
2016/3/18,-2874
2016/3/21,-1194
2016/3/22,-2335
2016/3/23,-3886
2016/3/24,-3273
2016/3/25,-2412
2016/3/28,-3070
2016/3/29,-4849
2016/3/30,-4756
2016/3/31,-4323
2016/4/1,-2852
2016/4/6,-2720
2016/4/7,-3872
2016/4/8,-2934
2016/4/11,-3540
2016/4/12,-3262
2016/4/13,-1401
2016/4/14,1098
2016/4/15,590
2016/4/18,2337
2016/4/19,2317
2016/4/20,-2427
2016/4/21,-4294
2016/4/22,-4079
2016/4/25,-5971
2016/4/26,-7524
2016/4/27,-5824
2016/4/28,-1745
2016/4/29,724
2016/5/3,2127
2016/5/4,3193
2016/5/5,5719
2016/5/6,3725
2016/5/9,3688
2016/5/10,3500
2016/5/11,5693
2016/5/12,2331
2016/5/13,819
2016/5/16,-867
2016/5/17,115
2016/5/18,-1365
2016/5/19,-542
2016/5/20,-2559
2016/5/23,-459
2016/5/24,-210
2016/5/25,-864
2016/5/26,-1719
2016/5/27,-3057
2016/5/30,-1354
2016/5/31,-1308
2016/6/1,-1754
2016/6/2,-2598
2016/6/3,-1541
2016/6/4,-995
2016/6/6,-6
2016/6/7,249
2016/6/8,1041
2016/6/13,182
2016/6/14,1323
2016/6/15,-6192
2016/6/16,-9083
2016/6/17,-9920
2016/6/20,-9635
2016/6/21,-7685
2016/6/22,-6553
2016/6/23,-6526
2016/6/24,-7449
2016/6/27,-8448
2016/6/28,-7119
2016/6/29,-6830
2016/6/30,-4936
2016/7/1,-5705
2016/7/4,-2282
2016/7/5,-3142
2016/7/6,-1951
2016/7/7,-2729
2016/7/11,-2728
2016/7/12,-2831
2016/7/13,-3596
2016/7/14,-3065
2016/7/15,-4413
2016/7/18,-2571
2016/7/19,63
2016/7/20,-5739
2016/7/21,-4234
2016/7/22,-5258
2016/7/25,-3330
2016/7/26,-3806
2016/7/27,-4202
2016/7/28,-5376
2016/7/29,-5746
2016/8/1,-3654
2016/8/2,-3331
2016/8/3,-5103
2016/8/4,-3207
2016/8/5,-2568
2016/8/8,-516
2016/8/9,-1444
2016/8/10,-124
2016/8/11,3010
2016/8/12,1338
2016/8/15,3143
2016/8/16,1951
2016/8/17,-2706
2016/8/18,-1491
2016/8/19,-1733
2016/8/22,-2780
2016/8/23,-4852
2016/8/24,-4503
2016/8/25,-6816
2016/8/26,-5658
2016/8/29,-2242
2016/8/30,-3272
2016/8/31,-4462
2016/9/1,-3244
2016/9/2,-3228
2016/9/5,-6543
2016/9/6,-6947
2016/9/7,-8748
2016/9/8,-7198
2016/9/9,-3606
2016/9/10,-2382
2016/9/12,-1479
2016/9/13,-5
2016/9/14,-216
2016/9/19,-1148
2016/9/20,-349
2016/9/21,-4201
2016/9/22,-3287
2016/9/23,-4065
2016/9/26,-5794
2016/9/29,-8763
2016/9/30,-8470
2016/10/3,-7604
2016/10/4,-6591
2016/10/5,-7292
2016/10/6,-6605
2016/10/7,-7405
2016/10/11,-6506
2016/10/12,-5735
2016/10/13,-1429
2016/10/14,-1968
2016/10/17,926
2016/10/18,-1561
2016/10/19,-8200
2016/10/20,-8001
2016/10/21,-8771
2016/10/24,-7920
2016/10/25,-7637
2016/10/26,-8386
2016/10/27,-7357
2016/10/28,-6923
2016/10/31,-7572
2016/11/1,-5751
2016/11/2,-4057
2016/11/3,-3703
2016/11/4,-2760
2016/11/7,-2839
2016/11/8,-1760
2016/11/9,-1145
2016/11/10,958
2016/11/11,885
2016/11/14,1089
2016/11/15,-1650
2016/11/16,987
2016/11/17,939
2016/11/18,227
2016/11/21,1469
2016/11/22,-2454
2016/11/23,-3345
2016/11/24,-3712
2016/11/25,-5060
2016/11/28,-6589
2016/11/29,-6490
2016/11/30,-7218
2016/12/1,-6804
2016/12/2,-3572
2016/12/5,-4631
2016/12/6,-7539
2016/12/7,-6123
2016/12/8,-6327
2016/12/9,-6868
2016/12/12,-7606
2016/12/13,-6041
2016/12/14,-5424
2016/12/15,-5096
2016/12/16,-3937
2016/12/19,-6426
2016/12/20,-2619
2016/12/21,-3336
2016/12/22,-4140
2016/12/23,-3999
2016/12/26,-3157
2016/12/27,-3002
2016/12/28,-2119
2016/12/29,-3392
2016/12/30,-2948
2017/1/3,-355
2017/1/4,-2409
2017/1/5,-1945
2017/1/6,-1462
2017/1/9,-697
2017/1/10,-1902
2017/1/11,-1876
2017/1/12,-524
2017/1/13,-388
2017/1/16,-610
2017/1/17,840
2017/1/18,-2603
2017/1/19,-2180
2017/1/20,-3930
2017/1/23,-6043
2017/1/24,-6352
2017/2/2,-4590
2017/2/3,-4056
2017/2/6,-4221
2017/2/7,-2675
2017/2/8,-4604
2017/2/9,-3189
2017/2/10,-7645
2017/2/13,-6122
2017/2/14,-8257
2017/2/15,-6267
2017/2/16,-5625
2017/2/17,-5872
2017/2/18,-4258
2017/2/20,-6654
2017/2/21,-5589
2017/2/22,-4969
2017/2/23,-7137
2017/2/24,-6686
2017/3/1,-4470
2017/3/2,-3960
2017/3/3,-2729
2017/3/6,-3128
2017/3/7,-2123
2017/3/8,-1944
2017/3/9,-1928
2017/3/10,-2374
2017/3/13,-337
2017/3/14,180
2017/3/15,-5678
2017/3/16,-4955
2017/3/17,-2634
2017/3/20,-1127
2017/3/21,126
2017/3/22,204
2017/3/23,1090
2017/3/24,-135
2017/3/27,-3143
2017/3/28,-3442
2017/3/29,-2855
2017/3/30,-4234
2017/3/31,-5074
2017/4/5,-1931
2017/4/6,-2502
2017/4/7,661
2017/4/10,1304
2017/4/11,-1348
2017/4/12,-4016
2017/4/13,-4585
2017/4/14,-2659
2017/4/17,-1592
2017/4/18,2391
2017/4/19,968
2017/4/20,224
2017/4/21,325
2017/4/24,-570
2017/4/25,1305
2017/4/26,-1317
2017/4/27,-1765
2017/4/28,-826
2017/5/2,-2215
2017/5/3,-2849
2017/5/4,-93
2017/5/5,-1449
2017/5/8,138
