2015/03/02,151
2015/03/03,151
2015/03/04,151
2015/03/05,151
2015/03/06,151
2015/03/09,151
2015/03/10,151
2015/03/11,151
2015/03/12,151
2015/03/13,151
2015/03/16,139
2015/03/17,139
2015/03/18,139
2015/03/19,139
2015/03/20,139
2015/03/23,139
2015/03/24,159
2015/03/25,159
2015/03/26,159
2015/03/27,159
2015/03/30,159
2015/03/31,159
2015/04/01,159
2015/04/02,202
2015/04/07,202
2015/04/08,202
2015/04/09,202
2015/04/10,202
2015/04/13,202
2015/04/14,202
2015/04/15,202
2015/04/16,202
2015/04/17,202
2015/04/20,202
2015/04/21,202
2015/04/22,203
2015/04/23,207
2015/04/24,210
2015/04/27,202
2015/04/28,202
2015/04/29,202
2015/04/30,202
2015/05/04,202
2015/05/05,202
2015/05/06,202
2015/05/07,202
2015/05/08,202
2015/05/11,202
2015/05/12,202
2015/05/13,202
2015/05/14,202
2015/05/15,202
2015/05/18,202
2015/05/19,202
2015/05/20,202
2015/05/21,202
2015/05/22,202
2015/05/25,202
2015/05/26,202
2015/05/27,202
2015/05/28,202
2015/05/29,202
2015/06/01,202
2015/06/02,202
2015/06/03,202
2015/06/04,202
2015/06/05,202
2015/06/08,202
2015/06/09,202
2015/06/10,202
2015/06/11,202
2015/06/12,202
2015/06/15,202
2015/06/16,202
2015/06/17,202
2015/06/18,202
2015/06/22,202
2015/06/23,202
2015/06/24,202
2015/06/25,202
2015/06/26,221
2015/06/29,243
2015/06/30,248
2015/07/01,248
2015/07/02,248
2015/07/03,252
2015/07/06,252
2015/07/07,252
2015/07/08,257
2015/07/09,257
2015/07/13,262
2015/07/14,269
2015/07/15,-86
2015/07/16,-86
2015/07/17,-86
2015/07/20,-85
2015/07/21,-85
2015/07/22,-79
2015/07/23,-92
2015/07/24,-92
2015/07/27,-84
2015/07/28,-84
2015/07/29,-82
2015/07/30,-82
2015/07/31,-82
2015/08/03,-77
2015/08/04,-77
2015/08/05,-75
2015/08/06,-75
2015/08/07,-87
2015/08/10,-87
2015/08/11,-87
2015/08/12,-85
2015/08/13,-101
2015/08/14,-120
2015/08/17,-120
2015/08/18,-120
2015/08/19,220
2015/08/20,254
2015/08/21,207
2015/08/24,207
2015/08/25,207
2015/08/26,207
2015/08/27,202
2015/08/28,202
2015/08/31,194
2015/09/01,178
2015/09/02,170
2015/09/03,198
2015/09/04,201
2015/09/07,201
2015/09/08,201
2015/09/09,201
2015/09/10,201
2015/09/11,201
2015/09/14,201
2015/09/15,201
2015/09/16,201
2015/09/17,201
2015/09/18,197
2015/09/21,197
2015/09/22,197
2015/09/23,197
2015/09/24,197
2015/09/25,186
2015/09/30,186
2015/10/01,184
2015/10/02,184
2015/10/05,184
2015/10/06,184
2015/10/07,176
2015/10/08,184
2015/10/12,168
2015/10/13,184
2015/10/14,184
2015/10/15,184
2015/10/16,184
2015/10/19,184
2015/10/20,184
2015/10/21,184
2015/10/22,184
2015/10/23,184
2015/10/26,184
2015/10/27,184
2015/10/28,184
2015/10/29,183
2015/10/30,183
2015/11/02,183
2015/11/03,183
2015/11/04,183
2015/11/05,183
2015/11/06,183
2015/11/09,183
2015/11/10,147
2015/11/11,191
2015/11/12,315
2015/11/13,163
2015/11/16,243
2015/11/17,219
2015/11/18,163
2015/11/19,291
2015/11/20,159
2015/11/23,183
2015/11/24,223
2015/11/25,175
2015/11/26,183
2015/11/27,47
2015/11/30,275
2015/12/01,287
2015/12/02,187
2015/12/03,199
2015/12/04,131
2015/12/07,147
2015/12/08,23
2015/12/09,103
2015/12/10,247
2015/12/11,215
2015/12/14,203
2015/12/15,155
2015/12/16,163
2015/12/17,267
2015/12/18,7
2015/12/21,331
2015/12/22,283
2015/12/23,151
2015/12/24,127
2015/12/25,195
2015/12/28,39
2015/12/29,95
2015/12/30,79
2015/12/31,211
2016/01/04,87
2016/01/05,-25
2016/01/06,115
2016/01/07,267
2016/01/08,207
2016/01/11,227
2016/01/12,75
2016/01/13,179
2016/01/14,307
2016/01/15,171
2016/01/18,315
2016/01/19,63
2016/01/20,99
2016/01/21,99
2016/01/22,219
2016/01/25,127
2016/01/26,79
2016/01/27,291
2016/01/28,275
2016/01/29,407
2016/01/30,151
2016/02/01,127
2016/02/02,187
2016/02/03,143
2016/02/15,239
2016/02/16,511
2016/02/17,139
2016/02/18,-65
2016/02/19,335
2016/02/22,175
2016/02/23,255
2016/02/24,-485
2016/02/25,535
2016/02/26,-65
2016/03/01,351
2016/03/02,135
2016/03/03,235
2016/03/04,215
2016/03/07,195
2016/03/08,107
